question_bank_code,question_bank_name,product_code,product_name,category_level1_code,category_level2_code,category_level3_code,target_grade_codes,target_learning_goal_codes,target_learner_identity_codes,delivery_mode_codes,question_mix,content_tags,question_styles,source_series_names
teacher_recruitment_exam_bank,教师招聘考试题库,exam_prep,考试与升学线,exam_prep,public_exam,teacher_recruitment_exam,"[""junior_college"", ""master"", ""undergraduate""]","[""exam_preparation"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""job_seeker"", ""working_professional""]","[""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 8, ""short_answer"": 30}","[""教师招聘考试"", ""公考考编"", ""高频考点"", ""常见错因"", ""真题变式""]","[""真题改编"", ""考点辨析"", ""步骤推导"", ""综合解答""]","[""教师招聘笔试系统班"", ""教师招聘学科强化班"", ""教师招聘面试试讲班""]"
police_auxiliary_exam_bank,警务辅警招录题库,exam_prep,考试与升学线,exam_prep,public_exam,police_auxiliary_exam,"[""junior_college"", ""master"", ""undergraduate""]","[""exam_preparation"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""job_seeker"", ""working_professional""]","[""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 8, ""short_answer"": 30}","[""警务辅警招录"", ""公考考编"", ""高频考点"", ""常见错因"", ""真题变式""]","[""真题改编"", ""考点辨析"", ""步骤推导"", ""综合解答""]","[""警务辅警招录笔试班"", ""警务辅警体测面试班"", ""警务辅警通关冲刺班""]"
interview_training_bank,面试与申论专项题库,exam_prep,考试与升学线,exam_prep,public_exam,interview_training,"[""junior_college"", ""master"", ""undergraduate""]","[""exam_preparation"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""job_seeker"", ""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 8, ""short_answer"": 30}","[""面试与申论专项"", ""公考考编"", ""高频考点"", ""常见错因"", ""真题变式""]","[""真题改编"", ""考点辨析"", ""步骤推导"", ""综合解答""]","[""结构化面试表达班"", ""无领导小组实战班"", ""申论与面试联训班""]"
teacher_certificate_bank,教师资格证题库,exam_prep,考试与升学线,exam_prep,certificate_exam,teacher_certificate,"[""junior_college"", ""master"", ""undergraduate""]","[""certificate_exam"", ""job_hunting"", ""skill_improvement""]","[""in_school_student"", ""job_seeker"", ""working_professional""]","[""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 8, ""short_answer"": 30}","[""教师资格证"", ""职业证书"", ""高频考点"", ""常见错因"", ""真题变式""]","[""真题改编"", ""考点辨析"", ""步骤推导"", ""综合解答""]","[""教师资格证笔试通关班"", ""教师资格证面试试讲班"", ""教师资格证全程通关班""]"
accounting_certificate_bank,会计与财税证书题库,exam_prep,考试与升学线,exam_prep,certificate_exam,accounting_certificate,"[""junior_college"", ""master"", ""undergraduate""]","[""certificate_exam"", ""job_hunting"", ""skill_improvement""]","[""in_school_student"", ""job_seeker"", ""working_professional""]","[""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 8, ""short_answer"": 30}","[""会计与财税证书"", ""职业证书"", ""高频考点"", ""常见错因"", ""真题变式""]","[""真题改编"", ""考点辨析"", ""步骤推导"", ""综合解答""]","[""会计初级取证班"", ""会计中级实务班"", ""财税证书冲刺班""]"
construction_certificate_bank,建工类证书题库,exam_prep,考试与升学线,exam_prep,certificate_exam,construction_certificate,"[""junior_college"", ""master"", ""undergraduate""]","[""certificate_exam"", ""job_hunting"", ""skill_improvement""]","[""in_school_student"", ""job_seeker"", ""working_professional""]","[""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 8, ""short_answer"": 30}","[""建工类证书"", ""职业证书"", ""高频考点"", ""常见错因"", ""真题变式""]","[""真题改编"", ""考点辨析"", ""步骤推导"", ""综合解答""]","[""二建法规管理班"", ""一建实务强化班"", ""建工证书冲刺通关班""]"
legal_certificate_bank,法律与合规证书题库,exam_prep,考试与升学线,exam_prep,certificate_exam,legal_certificate,"[""junior_college"", ""master"", ""undergraduate""]","[""certificate_exam"", ""job_hunting"", ""skill_improvement""]","[""in_school_student"", ""job_seeker"", ""working_professional""]","[""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 8, ""short_answer"": 30}","[""法律与合规证书"", ""职业证书"", ""高频考点"", ""常见错因"", ""真题变式""]","[""真题改编"", ""考点辨析"", ""步骤推导"", ""综合解答""]","[""法律资格基础班"", ""法律资格主观题班"", ""法律资格冲刺通关班""]"
it_certificate_bank,IT与数字化证书题库,exam_prep,考试与升学线,exam_prep,certificate_exam,it_certificate,"[""junior_college"", ""master"", ""undergraduate""]","[""certificate_exam"", ""job_hunting"", ""skill_improvement""]","[""in_school_student"", ""job_seeker"", ""working_professional""]","[""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 8, ""short_answer"": 30}","[""IT与数字化证书"", ""职业证书"", ""高频考点"", ""常见错因"", ""真题变式""]","[""真题改编"", ""考点辨析"", ""步骤推导"", ""综合解答""]","[""软考中级系统班"", ""软考高项项目班"", ""IT证书冲刺班""]"
first_line_management_bank,基层管理题库,management,管理与组织能力线,management,team_management,first_line_management,[],"[""promotion"", ""skill_improvement""]","[""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 20, ""multiple_choice"": 10, ""true_false"": 10, ""short_answer"": 20}","[""基层管理"", ""团队与项目管理"", ""角色职责"", ""关键场景"", ""方法应用""]","[""概念辨析"", ""情境判断"", ""案例分析"", ""管理复盘""]","[""班组长带人训练营"", ""基层主管任务管理班"", ""基层管理晋升班""]"
project_management_bank,项目管理题库,management,管理与组织能力线,management,team_management,project_management,[],"[""promotion"", ""skill_improvement""]","[""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 20, ""multiple_choice"": 10, ""true_false"": 10, ""short_answer"": 20}","[""项目管理"", ""团队与项目管理"", ""角色职责"", ""关键场景"", ""方法应用""]","[""概念辨析"", ""情境判断"", ""案例分析"", ""管理复盘""]","[""项目管理入门班"", ""项目经理实战班"", ""项目交付与复盘班""]"
cross_team_collaboration_bank,跨部门协同题库,management,管理与组织能力线,management,team_management,cross_team_collaboration,[],"[""promotion"", ""skill_improvement""]","[""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 20, ""multiple_choice"": 10, ""true_false"": 10, ""short_answer"": 20}","[""跨部门协同"", ""团队与项目管理"", ""角色职责"", ""关键场景"", ""方法应用""]","[""概念辨析"", ""情境判断"", ""案例分析"", ""管理复盘""]","[""跨部门协同沟通班"", ""跨团队推进实战班"", ""协同管理进阶班""]"
leadership_growth_bank,领导力进阶题库,management,管理与组织能力线,management,leadership_development,leadership_growth,[],"[""promotion"", ""skill_improvement""]","[""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 20, ""multiple_choice"": 10, ""true_false"": 10, ""short_answer"": 20}","[""领导力进阶"", ""领导力与组织发展"", ""角色职责"", ""关键场景"", ""方法应用""]","[""概念辨析"", ""情境判断"", ""案例分析"", ""管理复盘""]","[""新晋经理领导力班"", ""中层管理者带队班"", ""业务负责人领导力进阶班""]"
talent_development_bank,人才培养题库,management,管理与组织能力线,management,leadership_development,talent_development,[],"[""promotion"", ""skill_improvement""]","[""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 20, ""multiple_choice"": 10, ""true_false"": 10, ""short_answer"": 20}","[""人才培养"", ""领导力与组织发展"", ""角色职责"", ""关键场景"", ""方法应用""]","[""概念辨析"", ""情境判断"", ""案例分析"", ""管理复盘""]","[""人才识别与培养班"", ""教练式辅导实战班"", ""梯队建设进阶班""]"
organizational_change_bank,组织变革题库,management,管理与组织能力线,management,leadership_development,organizational_change,[],"[""promotion"", ""skill_improvement""]","[""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 20, ""multiple_choice"": 10, ""true_false"": 10, ""short_answer"": 20}","[""组织变革"", ""领导力与组织发展"", ""角色职责"", ""关键场景"", ""方法应用""]","[""概念辨析"", ""情境判断"", ""案例分析"", ""管理复盘""]","[""组织变革认知班"", ""组织升级推动班"", ""变革领导进阶班""]"
new_employee_training_bank,新员工培训题库,enterprise_training,企业培训与合规线,enterprise_training,general_enterprise_training,new_employee_training,[],"[""promotion"", ""skill_improvement""]","[""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 18, ""multiple_choice"": 12, ""true_false"": 10, ""short_answer"": 20}","[""新员工培训"", ""通用企业培训"", ""制度要求"", ""风险场景"", ""标准动作""]","[""制度认知"", ""场景判断"", ""流程应用"", ""案例复盘""]","[""新员工融入训练营"", ""新员工上岗实战班"", ""管培生适应进阶班""]"
sales_training_bank,销售培训题库,enterprise_training,企业培训与合规线,enterprise_training,general_enterprise_training,sales_training,[],"[""promotion"", ""skill_improvement""]","[""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 18, ""multiple_choice"": 12, ""true_false"": 10, ""short_answer"": 20}","[""销售培训"", ""通用企业培训"", ""制度要求"", ""风险场景"", ""标准动作""]","[""制度认知"", ""场景判断"", ""流程应用"", ""案例复盘""]","[""销售新人开单班"", ""顾问式销售实战班"", ""大客户成交进阶班""]"
customer_service_training_bank,客服培训题库,enterprise_training,企业培训与合规线,enterprise_training,general_enterprise_training,customer_service_training,[],"[""promotion"", ""skill_improvement""]","[""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 18, ""multiple_choice"": 12, ""true_false"": 10, ""short_answer"": 20}","[""客服培训"", ""通用企业培训"", ""制度要求"", ""风险场景"", ""标准动作""]","[""制度认知"", ""场景判断"", ""流程应用"", ""案例复盘""]","[""客服上岗训练班"", ""投诉处理实战班"", ""服务质量提升班""]"
data_compliance_bank,数据合规题库,enterprise_training,企业培训与合规线,enterprise_training,compliance_and_safety,data_compliance,[],"[""promotion"", ""skill_improvement""]","[""freelancer"", ""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 18, ""multiple_choice"": 12, ""true_false"": 10, ""short_answer"": 20}","[""数据合规"", ""合规与安全培训"", ""制度要求"", ""风险场景"", ""标准动作""]","[""制度认知"", ""场景判断"", ""流程应用"", ""案例复盘""]","[""数据合规认知班"", ""隐私保护实务班"", ""数据治理进阶班""]"
workplace_safety_bank,安全生产题库,enterprise_training,企业培训与合规线,enterprise_training,compliance_and_safety,workplace_safety,[],"[""promotion"", ""skill_improvement""]","[""working_professional""]","[""offline_face_to_face"", ""online_recorded""]","{""single_choice"": 18, ""multiple_choice"": 12, ""true_false"": 10, ""short_answer"": 20}","[""安全生产"", ""合规与安全培训"", ""制度要求"", ""风险场景"", ""标准动作""]","[""制度认知"", ""场景判断"", ""流程应用"", ""案例复盘""]","[""安全生产上岗班"", ""现场风险防控班"", ""应急处置进阶班""]"
service_standard_bank,服务规范题库,enterprise_training,企业培训与合规线,enterprise_training,compliance_and_safety,service_standard,[],"[""promotion"", ""skill_improvement""]","[""working_professional""]","[""offline_face_to_face"", ""online_live""]","{""single_choice"": 18, ""multiple_choice"": 12, ""true_false"": 10, ""short_answer"": 20}","[""服务规范"", ""合规与安全培训"", ""制度要求"", ""风险场景"", ""标准动作""]","[""制度认知"", ""场景判断"", ""流程应用"", ""案例复盘""]","[""服务标准建设班"", ""服务流程优化班"", ""门店服务体验进阶班""]"
campus_employability_bank,就业竞争力题库,campus_growth,校园成长线,campus_growth,college_growth,campus_employability,"[""junior_college"", ""undergraduate""]","[""job_hunting"", ""skill_improvement""]","[""in_school_student"", ""job_seeker""]","[""offline_face_to_face"", ""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 12, ""short_answer"": 20}","[""就业竞争力"", ""大学生成长"", ""同步巩固"", ""能力训练"", ""阶段提升""]","[""同步巩固"", ""专题训练"", ""情境应用"", ""综合提升""]","[""大学生就业启航班"", ""简历面试突破班"", ""校招拿Offer冲刺班""]"
internship_preparation_bank,实习与求职准备题库,campus_growth,校园成长线,campus_growth,college_growth,internship_preparation,"[""junior_college"", ""master"", ""undergraduate""]","[""job_hunting"", ""skill_improvement""]","[""in_school_student"", ""job_seeker""]","[""offline_face_to_face"", ""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 12, ""short_answer"": 20}","[""实习与求职准备"", ""大学生成长"", ""同步巩固"", ""能力训练"", ""阶段提升""]","[""同步巩固"", ""专题训练"", ""情境应用"", ""综合提升""]","[""实习准备启航班"", ""实习申请实战班"", ""校招实习双线冲刺班""]"
academic_planning_bank,升学与学业规划题库,campus_growth,校园成长线,campus_growth,college_growth,academic_planning,"[""junior_college"", ""master"", ""undergraduate""]","[""job_hunting"", ""postgraduate_exam"", ""skill_improvement""]","[""in_school_student""]","[""offline_face_to_face"", ""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 12, ""short_answer"": 20}","[""升学与学业规划"", ""大学生成长"", ""同步巩固"", ""能力训练"", ""阶段提升""]","[""同步巩固"", ""专题训练"", ""情境应用"", ""综合提升""]","[""学业规划启蒙班"", ""升学路径设计班"", ""保研考研规划班""]"
senior_transition_bank,高中关键学科衔接题库,campus_growth,校园成长线,campus_growth,middle_high_school_transition,senior_transition,"[""junior_middle"", ""senior_high""]","[""school_sync"", ""score_improvement""]","[""in_school_student""]","[""offline_face_to_face"", ""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 12, ""short_answer"": 20}","[""高中关键学科衔接"", ""中学衔接提升"", ""同步巩固"", ""能力训练"", ""阶段提升""]","[""同步巩固"", ""专题训练"", ""情境应用"", ""综合提升""]","[""初升高衔接班"", ""高一适应提升班"", ""高中关键学科突破班""]"
middle_high_school_math_bank,中学数学提升题库,campus_growth,校园成长线,campus_growth,middle_high_school_transition,middle_high_school_math,"[""junior_middle"", ""senior_high""]","[""exam_preparation"", ""school_sync"", ""score_improvement""]","[""in_school_student""]","[""offline_face_to_face"", ""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 12, ""short_answer"": 20}","[""中学数学提升"", ""中学衔接提升"", ""同步巩固"", ""能力训练"", ""阶段提升""]","[""同步巩固"", ""专题训练"", ""情境应用"", ""综合提升""]","[""中学数学同步班"", ""中高考数学提分班"", ""高中数学专题突破班""]"
middle_high_school_english_bank,中学英语提升题库,campus_growth,校园成长线,campus_growth,middle_high_school_transition,middle_high_school_english,"[""junior_middle"", ""senior_high""]","[""exam_preparation"", ""school_sync"", ""score_improvement""]","[""in_school_student""]","[""offline_face_to_face"", ""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 12, ""short_answer"": 20}","[""中学英语提升"", ""中学衔接提升"", ""同步巩固"", ""能力训练"", ""阶段提升""]","[""同步巩固"", ""专题训练"", ""情境应用"", ""综合提升""]","[""中学英语同步班"", ""中高考英语提分班"", ""高中英语阅读写作班""]"
middle_high_school_physics_bank,中学物理提升题库,campus_growth,校园成长线,campus_growth,middle_high_school_transition,middle_high_school_physics,"[""junior_middle"", ""senior_high""]","[""exam_preparation"", ""school_sync"", ""score_improvement""]","[""in_school_student""]","[""offline_face_to_face"", ""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 12, ""short_answer"": 20}","[""中学物理提升"", ""中学衔接提升"", ""同步巩固"", ""能力训练"", ""阶段提升""]","[""同步巩固"", ""专题训练"", ""情境应用"", ""综合提升""]","[""中学物理同步班"", ""中高考物理提分班"", ""高中物理模型突破班""]"
middle_high_school_chemistry_bank,中学化学提升题库,campus_growth,校园成长线,campus_growth,middle_high_school_transition,middle_high_school_chemistry,"[""junior_middle"", ""senior_high""]","[""exam_preparation"", ""school_sync"", ""score_improvement""]","[""in_school_student""]","[""offline_face_to_face"", ""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 12, ""short_answer"": 20}","[""中学化学提升"", ""中学衔接提升"", ""同步巩固"", ""能力训练"", ""阶段提升""]","[""同步巩固"", ""专题训练"", ""情境应用"", ""综合提升""]","[""中学化学同步班"", ""中高考化学提分班"", ""高中化学原理突破班""]"
middle_high_school_informatics_bank,信息学与编程启蒙题库,campus_growth,校园成长线,campus_growth,middle_high_school_transition,middle_high_school_informatics,"[""junior_middle"", ""senior_high""]","[""exam_preparation"", ""interest_learning"", ""skill_improvement""]","[""in_school_student""]","[""offline_face_to_face"", ""online_live"", ""online_recorded""]","{""single_choice"": 24, ""multiple_choice"": 8, ""true_false"": 12, ""short_answer"": 20}","[""信息学与编程启蒙"", ""中学衔接提升"", ""同步巩固"", ""能力训练"", ""阶段提升""]","[""同步巩固"", ""专题训练"", ""情境应用"", ""综合提升""]","[""信息科技启蒙班"", ""编程素养提升班"", ""信息学竞赛入门班""]"
