question_bank_code,question_code,question_type_code,stem,options_json,answer_text,analysis_text
data_storage_systems_bank,data_storage_systems_bank_q008,single_choice,读写分离最常见的前提之一是什么？,"[{""key"": ""A"", ""text"": ""所有读必须强一致""}, {""key"": ""B"", ""text"": ""可以接受一定程度的读延迟或最终一致""}, {""key"": ""C"", ""text"": ""主库不允许写入""}, {""key"": ""D"", ""text"": ""必须取消备份""}]",B,读写分离常依赖复制延迟可接受的场景，否则容易读到旧数据。
data_storage_systems_bank,data_storage_systems_bank_q009,multiple_choice,关于事务和 ACID，哪些说法正确？,"[{""key"": ""A"", ""text"": ""原子性表示要么全做，要么全不做""}, {""key"": ""B"", ""text"": ""持久性表示提交后的结果应能被恢复""}, {""key"": ""C"", ""text"": ""所有隔离级别都完全相同""}, {""key"": ""D"", ""text"": ""回滚可以撤销未提交的修改""}]","A,B,D",ACID 里原子性、持久性和回滚机制是事务系统最核心的部分。
data_storage_systems_bank,data_storage_systems_bank_q010,multiple_choice,设计索引时，哪些做法通常有帮助？,"[{""key"": ""A"", ""text"": ""让高选择性的列优先进入联合索引""}, {""key"": ""B"", ""text"": ""尽量让查询条件命中索引前缀""}, {""key"": ""C"", ""text"": ""只要建索引就一定更快""}, {""key"": ""D"", ""text"": ""尽量利用覆盖索引减少回表""}]","A,B,D",索引要和查询模式匹配，尤其要关注选择性、前缀命中和回表成本。
data_storage_systems_bank,data_storage_systems_bank_q011,multiple_choice,做分库分表时，哪些风险或代价很常见？,"[{""key"": ""A"", ""text"": ""跨分片 join 变复杂""}, {""key"": ""B"", ""text"": ""数据迁移和扩容更麻烦""}, {""key"": ""C"", ""text"": ""热点 key 可能造成单分片压力过高""}, {""key"": ""D"", ""text"": ""所有查询都会自动变简单""}]","A,B,C",分片提升扩展性，但也引入路由、迁移和跨分片操作的复杂度。
data_storage_systems_bank,data_storage_systems_bank_q012,multiple_choice,关于备份与恢复，哪些做法通常是必要的？,"[{""key"": ""A"", ""text"": ""定期做全量备份""}, {""key"": ""B"", ""text"": ""只备份一份且不做验证""}, {""key"": ""C"", ""text"": ""保留日志用于增量恢复""}, {""key"": ""D"", ""text"": ""定期演练恢复过程""}]","A,C,D",备份不仅要“有”，还要能恢复；日志和恢复演练同样重要。
data_storage_systems_bank,data_storage_systems_bank_q013,multiple_choice,以下哪些习惯有助于优化慢查询？,"[{""key"": ""A"", ""text"": ""避免在索引列上直接套函数""}, {""key"": ""B"", ""text"": ""关注执行计划和扫描行数""}, {""key"": ""C"", ""text"": ""尽量让过滤条件更有选择性""}, {""key"": ""D"", ""text"": ""把所有列都 `select *` 一遍""}]","A,B,C",慢查询优化通常先看执行计划，再从索引使用和过滤条件选择性入手。
data_storage_systems_bank,data_storage_systems_bank_q014,true_false,覆盖索引有机会减少回表次数。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,如果查询所需字段都能从索引中拿到，就可能直接返回结果而不用回表。
data_storage_systems_bank,data_storage_systems_bank_q015,true_false,NoSQL 一定比关系型数据库更快。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",B,性能取决于数据模型、访问模式和约束要求，不存在绝对更快的数据库类型。
data_storage_systems_bank,data_storage_systems_bank_q016,true_false,WAL 的落盘顺序通常要求先于数据页刷新。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,先写日志再写数据页是崩溃恢复的基础。
data_storage_systems_bank,data_storage_systems_bank_q017,true_false,隔离级别越高，系统吞吐一定越好。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",B,更高隔离通常意味着更多锁或更复杂的并发控制，吞吐未必更高。
data_storage_systems_bank,data_storage_systems_bank_q018,short_answer,简述 B+ 树为什么适合数据库索引。,,B+ 树高度较低，查找复杂度稳定；叶子节点有序且便于范围扫描，因此很适合作为磁盘索引结构。,答案要体现“低树高”和“适合范围查询”两个关键词。
data_storage_systems_bank,data_storage_systems_bank_q019,short_answer,什么是 MVCC？它为什么常用于提升并发读写能力？,,MVCC 会为同一行保留多个版本，读操作按可见性规则读取快照，写操作更新新版本。这样读写冲突更少，读通常不用阻塞写。,这题重点是“版本”和“快照可见性”，不是只背术语。
data_storage_systems_bank,data_storage_systems_bank_q020,short_answer,线上 join 很慢时，你会怎么排查？,,先看执行计划是否走到合适索引，再确认驱动表、过滤条件和 join 条件是否合理；必要时减少返回列、拆分查询或预聚合。,慢 join 的排查顺序通常是执行计划、索引、过滤选择性和数据量。
data_storage_systems_bank,data_storage_systems_bank_q021,short_answer,分片键应该怎么选？,,优先选高频查询会携带、分布相对均匀且能避免热点的数据列；还要考虑后续扩容、路由和跨分片查询成本。,分片键不能只看均匀性，还要看业务查询模式和扩容能力。
data_storage_systems_bank,data_storage_systems_bank_q022,short_answer,逻辑备份和物理备份有什么区别？,,逻辑备份导出的是表结构和数据内容，恢复灵活但通常较慢；物理备份直接备份数据文件，恢复更快但依赖版本和存储形态。,区别主要在备份粒度、恢复速度和可移植性。
data_storage_systems_bank,data_storage_systems_bank_q023,coding,写一条 SQL：查询每个用户最新的一条订单记录。,,"可用窗口函数：`select * from (select o.*, row_number() over(partition by user_id order by created_at desc, id desc) as rn from orders o) t where rn = 1;`",这类题重点是分组内排序后取第一条，窗口函数是常见写法。
data_storage_systems_bank,data_storage_systems_bank_q024,scenario_analysis,一个订单系统写入量很大，读请求主要集中在支付完成后的订单详情和列表页。请给出推荐的存储架构。,,可采用主从复制或读写分离，写入走主库，读请求走只读副本；热点查询可加缓存，关键写操作配合事务和 WAL，定期备份并保留 binlog/WAL 做恢复。,答案要兼顾写入可靠性、读扩展和灾难恢复，不能只说“加缓存”。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q001,single_choice,词法分析阶段最主要的工作是什么？,"[{""key"": ""A"", ""text"": ""把源代码切分成 token""}, {""key"": ""B"", ""text"": ""直接生成机器码""}, {""key"": ""C"", ""text"": ""执行程序逻辑""}, {""key"": ""D"", ""text"": ""自动运行测试用例""}]",A,词法分析负责把字符流转换成有意义的记号，为后续语法分析做准备。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q002,single_choice,语法分析器通常最直接产出什么结构？,"[{""key"": ""A"", ""text"": ""数据库索引""}, {""key"": ""B"", ""text"": ""语法树或抽象语法树""}, {""key"": ""C"", ""text"": ""操作系统内核""}, {""key"": ""D"", ""text"": ""网络路由表""}]",B,语法分析根据文法规则组织 token，构建更高层的程序结构。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q003,single_choice,作用域最直接决定了什么？,"[{""key"": ""A"", ""text"": ""变量或函数名字在什么范围内可见""}, {""key"": ""B"", ""text"": ""CPU 频率""}, {""key"": ""C"", ""text"": ""磁盘块大小""}, {""key"": ""D"", ""text"": ""网卡带宽""}]",A,作用域管理名字查找和可见性，是编译器做语义分析的重要基础。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q004,single_choice,静态类型检查更接近哪项？,"[{""key"": ""A"", ""text"": ""运行后再检查所有类型错误""}, {""key"": ""B"", ""text"": ""编译阶段尽早发现类型不匹配""}, {""key"": ""C"", ""text"": ""只在单元测试里检查""}, {""key"": ""D"", ""text"": ""完全不需要类型系统""}]",B,静态类型系统能把一部分错误前移到编译阶段，减少运行时故障。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q005,single_choice,闭包最典型的特征是什么？,"[{""key"": ""A"", ""text"": ""它会捕获定义时的词法环境""}, {""key"": ""B"", ""text"": ""它只能访问全局变量""}, {""key"": ""C"", ""text"": ""它不能作为返回值""}, {""key"": ""D"", ""text"": ""它必须是类方法""}]",A,闭包把函数和其自由变量绑定在一起，方便把局部状态延续到函数外部。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q006,single_choice,JIT 的常见含义更接近哪项？,"[{""key"": ""A"", ""text"": ""编译器只在安装时工作""}, {""key"": ""B"", ""text"": ""运行时按热点代码进行即时编译""}, {""key"": ""C"", ""text"": ""只能解释执行，不能生成代码""}, {""key"": ""D"", ""text"": ""只负责词法分析""}]",B,JIT 会结合运行时信息优化热点路径，是解释型语言提速的重要方式。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q007,single_choice,符号表在编译器里主要记录什么？,"[{""key"": ""A"", ""text"": ""变量、函数等名字及其属性""}, {""key"": ""B"", ""text"": ""网络连接状态""}, {""key"": ""C"", ""text"": ""磁盘坏道信息""}, {""key"": ""D"", ""text"": ""系统风扇转速""}]",A,符号表帮助编译器管理标识符、类型、作用域和存储位置。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q008,single_choice,SSA 在编译优化里通常指什么？,"[{""key"": ""A"", ""text"": ""一种网络协议""}, {""key"": ""B"", ""text"": ""一种中间表示形式""}, {""key"": ""C"", ""text"": ""一种存储引擎""}, {""key"": ""D"", ""text"": ""一种加密算法""}]",B,SSA 把变量赋值形式规范化，便于做数据流分析和优化。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q009,multiple_choice,关于编译器流水线，哪些环节通常是常见阶段？,"[{""key"": ""A"", ""text"": ""词法分析""}, {""key"": ""B"", ""text"": ""语法分析""}, {""key"": ""C"", ""text"": ""中间代码生成或优化""}, {""key"": ""D"", ""text"": ""用户界面渲染""}]","A,B,C",典型编译器会经历词法、语法、语义、优化和代码生成等阶段。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q010,multiple_choice,哪些错误通常能在编译期尽早发现？,"[{""key"": ""A"", ""text"": ""非法字符或词法错误""}, {""key"": ""B"", ""text"": ""不符合文法的语句""}, {""key"": ""C"", ""text"": ""明显的类型不匹配""}, {""key"": ""D"", ""text"": ""断网导致的超时""}]","A,B,C",词法、语法和静态语义层面的错误，通常都可以在编译阶段尽早拦截。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q011,multiple_choice,下列哪些属于常见优化手段？,"[{""key"": ""A"", ""text"": ""常量折叠""}, {""key"": ""B"", ""text"": ""死代码消除""}, {""key"": ""C"", ""text"": ""函数内联""}, {""key"": ""D"", ""text"": ""寄存器分配""}]","A,B,C,D",这四项都属于编译器常见优化，分别影响计算量、控制流和运行效率。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q012,multiple_choice,关于解释器和编译器，哪些说法正确？,"[{""key"": ""A"", ""text"": ""解释器通常逐步执行程序""}, {""key"": ""B"", ""text"": ""编译器通常先翻译再执行""}, {""key"": ""C"", ""text"": ""很多语言会采用混合方案""}, {""key"": ""D"", ""text"": ""解释器一定不能优化""}]","A,B,C",解释、编译和 JIT 常常组合使用，性能与灵活性可以同时兼顾。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q013,multiple_choice,关于闭包和运行时内存管理，哪些说法正确？,"[{""key"": ""A"", ""text"": ""闭包可以捕获自由变量""}, {""key"": ""B"", ""text"": ""逃逸的变量可能需要分配到堆上""}, {""key"": ""C"", ""text"": ""垃圾回收可参与管理闭包对象的生命周期""}, {""key"": ""D"", ""text"": ""闭包会自动消除所有作用域规则""}]","A,B,C",闭包常会影响变量逃逸和对象分配位置，因此和运行时管理密切相关。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q014,true_false,文法存在二义性时，可能对应多个不同的语法树。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,二义性表示同一输入串可能有不止一种合法解析结果。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q015,true_false,左递归通常会给自顶向下解析带来麻烦。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,递归下降解析遇到左递归容易无限递归，因此常需要消除。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q016,true_false,动态语言就一定不能被优化。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",B,动态语言同样可以通过 JIT、类型推断和热点优化获得很好的性能。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q017,true_false,SSA 是一种中间表示形式。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,SSA 常用于优化阶段，能让数据流关系更清晰。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q018,short_answer,说明抽象语法树和语法树的区别。,,语法树更贴近文法结构，通常保留更多语法细节；抽象语法树会去掉冗余符号，更聚焦程序语义，便于后续分析和优化。,答题时要强调 AST 更抽象、更适合语义处理。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q019,short_answer,为什么左递归对递归下降解析器不友好？怎么处理？,,左递归会让解析器在还没消费输入时就反复调用自己，导致无限递归。通常通过改写文法、消除左递归来处理。,这题的核心是解释“为什么会卡住”和“如何改文法”。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q020,short_answer,什么是作用域查找？在嵌套函数里要注意什么？,,作用域查找是编译器根据名字在当前和外层环境中寻找定义的过程。嵌套函数里要注意词法作用域、遮蔽关系以及自由变量的绑定。,这里通常会考名字解析、遮蔽和词法作用域。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q021,short_answer,为什么装箱和拆箱会影响性能？,,装箱会引入额外对象分配和间接访问，拆箱还可能带来类型检查或转换开销；如果频繁发生，会增加 GC 压力和缓存不友好问题。,回答里要把对象分配、间接访问和 GC 成本联系起来。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q022,short_answer,运行时 profiling 对 JIT 优化有什么帮助？,,profiling 能告诉运行时哪些函数最热、哪些分支最常走，从而决定内联、去虚拟化、栈上替换或专门化编译等优化策略。,JIT 的强项就是利用真实运行数据做更激进的优化。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q023,coding,写出一个四则运算表达式求值器的实现思路，要求支持括号。,,可先分词，再用递归下降：expression 处理加减，term 处理乘除，factor 处理数字和括号。遇到括号时递归求值，最后返回结果。,这类题考的是解析结构设计，不是逐行语法细节。
compiler_and_language_systems_bank,compiler_and_language_systems_bank_q024,scenario_analysis,某脚本语言服务在高并发下 CPU 很高、对象分配很多、函数调用链很深。请从编译器和运行时角度提出优化方向。,,可先看热点函数和热点分支，再考虑 JIT、内联缓存、逃逸分析、减少动态派发、对象复用和降低临时对象分配。若解析阶段也很重，可检查字节码生成和中间表示是否有重复开销。,这题要把“运行时慢”拆成解析、调用分派、对象分配和 JIT 优化几个层面。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q001,single_choice,CAP 定理在网络分区出现时最核心的含义是什么？,"[{""key"": ""A"", ""text"": ""只能同时满足一致性和可用性""}, {""key"": ""B"", ""text"": ""分区发生时，一致性和可用性通常无法同时完全保证""}, {""key"": ""C"", ""text"": ""分区不会影响系统设计""}, {""key"": ""D"", ""text"": ""分布式系统不需要容错""}]",B,CAP 强调的是在网络分区存在时必须权衡一致性和可用性。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q002,single_choice,服务发现的主要作用更接近哪项？,"[{""key"": ""A"", ""text"": ""自动把代码转成字节码""}, {""key"": ""B"", ""text"": ""让调用方找到可用实例地址""}, {""key"": ""C"", ""text"": ""替代数据库备份""}, {""key"": ""D"", ""text"": ""压缩网络报文""}]",B,服务发现用于把服务名映射到健康实例，方便动态扩缩容和故障切换。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q003,single_choice,接口幂等性最直接支持什么能力？,"[{""key"": ""A"", ""text"": ""客户端在超时后安全重试""}, {""key"": ""B"", ""text"": ""把所有请求都变成只读""}, {""key"": ""C"", ""text"": ""自动消除网络抖动""}, {""key"": ""D"", ""text"": ""避免任何业务校验""}]",A,幂等接口允许重复调用而不引入重复副作用，因此特别适合重试场景。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q004,single_choice,熔断器在系统中的作用更接近哪项？,"[{""key"": ""A"", ""text"": ""把请求永久转成批处理""}, {""key"": ""B"", ""text"": ""在依赖异常时快速失败，避免级联扩散""}, {""key"": ""C"", ""text"": ""增加数据库索引""}, {""key"": ""D"", ""text"": ""消除所有超时配置""}]",B,熔断器能在下游持续异常时截断调用，保护上游线程和资源。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q005,single_choice,负载均衡器的健康检查最直接的目的是什么？,"[{""key"": ""A"", ""text"": ""判断后端实例是否可以接收流量""}, {""key"": ""B"", ""text"": ""把所有流量都发给最旧的机器""}, {""key"": ""C"", ""text"": ""替代应用日志""}, {""key"": ""D"", ""text"": ""计算订单金额""}]",A,健康检查用于摘除故障实例，减少把请求发往不可用节点的概率。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q006,single_choice,消息队列在架构里常见的价值是什么？,"[{""key"": ""A"", ""text"": ""把强耦合的同步调用改成异步解耦""}, {""key"": ""B"", ""text"": ""让数据库自动分库""}, {""key"": ""C"", ""text"": ""直接替代缓存""}, {""key"": ""D"", ""text"": ""消除幂等需求""}]",A,消息队列常用于削峰填谷、异步解耦和事件广播。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q007,single_choice,领导者选举最常见的目标是什么？,"[{""key"": ""A"", ""text"": ""让多个节点同时对外写入""}, {""key"": ""B"", ""text"": ""在一组节点中选出负责协调的主节点""}, {""key"": ""C"", ""text"": ""提高 DNS TTL""}, {""key"": ""D"", ""text"": ""禁止任何复制""}]",B,选主用于避免多节点同时决策，常见于一致性协议和协调服务。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q008,single_choice,最终一致性更接近哪种含义？,"[{""key"": ""A"", ""text"": ""所有副本在任意时刻都必须完全相同""}, {""key"": ""B"", ""text"": ""经过一段传播时间后，副本会趋于一致""}, {""key"": ""C"", ""text"": ""系统永远不能写入""}, {""key"": ""D"", ""text"": ""查询结果一定实时强一致""}]",B,最终一致性强调的是状态会收敛，但短时间内可能存在副本差异。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q009,multiple_choice,为了提高调用稳定性，哪些做法通常有效？,"[{""key"": ""A"", ""text"": ""设置超时""}, {""key"": ""B"", ""text"": ""失败后采用指数退避并加抖动""}, {""key"": ""C"", ""text"": ""无限制立即重试""}, {""key"": ""D"", ""text"": ""给可重放请求设计幂等键""}]","A,B,D",超时、退避抖动和幂等键能减少重试风暴，也能降低重复副作用。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q010,multiple_choice,设计多可用区系统时，哪些做法更常见？,"[{""key"": ""A"", ""text"": ""服务尽量保持无状态""}, {""key"": ""B"", ""text"": ""关键数据做跨 AZ 复制""}, {""key"": ""C"", ""text"": ""所有流量都压在单个实例上""}, {""key"": ""D"", ""text"": ""入口层支持故障切换""}]","A,B,D",多可用区的重点是去单点和故障切换，状态尽量下沉到共享或复制层。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q011,multiple_choice,分布式锁设计里，哪些问题需要特别注意？,"[{""key"": ""A"", ""text"": ""锁过期和续约""}, {""key"": ""B"", ""text"": ""时钟漂移或网络延迟""}, {""key"": ""C"", ""text"": ""使用 fencing token 防止旧锁写入""}, {""key"": ""D"", ""text"": ""锁一定越长越安全""}]","A,B,C",分布式锁最怕误解锁和陈旧持有者继续写入，fencing token 很重要。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q012,multiple_choice,分布式可观测性里，哪些元素常用于追踪请求？,"[{""key"": ""A"", ""text"": ""trace id""}, {""key"": ""B"", ""text"": ""span""}, {""key"": ""C"", ""text"": ""采样""}, {""key"": ""D"", ""text"": ""只看机器型号""}]","A,B,C",trace、span 和采样是分布式 tracing 的核心概念，便于串联跨服务路径。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q013,multiple_choice,关于一致性协议或共识，哪些说法正确？,"[{""key"": ""A"", ""text"": ""通常需要多数派确认""}, {""key"": ""B"", ""text"": ""日志复制是常见手段""}, {""key"": ""C"", ""text"": ""领导者可帮助简化写入协调""}, {""key"": ""D"", ""text"": ""不需要任何状态机""}]","A,B,C",共识协议通常通过多数派和日志复制维持一致的状态机。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q014,true_false,Raft 或类似共识协议通常需要多数派才能提交关键日志。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,多数派是避免脑裂和保证日志安全提交的基础。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q015,true_false,副本越多，一定同时提升一致性和可用性。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",B,副本能提升容错，但一致性和写入协调成本也会随之增加。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q016,true_false,缓存可能降低数据库压力，但也可能引入陈旧读。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,缓存的收益和一致性风险需要结合业务场景一起权衡。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q017,true_false,蓝绿发布可以完全消除上线风险。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",B,蓝绿发布能降低切换风险，但配置、数据兼容和回滚策略仍然很重要。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q018,short_answer,在工程里如何理解 CAP，而不是只背概念？,,可以把 CAP 理解为：一旦出现网络分区，系统通常需要在“继续提供服务”与“保证每次读写都强一致”之间做取舍，不同业务会选不同优先级。,要把理论和业务选择联系起来，强调“分区场景下的取舍”。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q019,short_answer,如何避免重试风暴？,,要设置合理超时、失败后指数退避并加抖动，同时配合熔断、限流和幂等设计，避免所有客户端同时重试把下游压垮。,重试风暴本质上是放大故障，所以答案要体现“退避、抖动、熔断、限流”。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q020,short_answer,消息队列消费者如何做到幂等？,,可以给每条消息设计唯一业务键，先查去重表或状态表，再执行处理；如果任务已完成则直接跳过，并把结果写成可重放的状态更新。,重点是通过业务键、去重记录和状态机避免重复消费的副作用。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q021,short_answer,什么是缓存击穿或缓存雪崩？怎么缓解？,,缓存击穿是热点 key 失效后大量请求同时打到后端；缓存雪崩是大量 key 在短时间集中失效。可通过互斥重建、随机过期、预热和降级来缓解。,这题常考“单点热点”和“批量失效”两种不同问题。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q022,short_answer,滚动发布时，怎样把风险降到最低？,,先做兼容性检查和灰度，逐步替换少量实例，配合健康检查、指标监控和快速回滚；同时保证新旧版本能够短期共存。,滚动发布的关键是兼容、监控和可回滚。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q023,coding,写出一个指数退避加随机抖动的重试伪代码。,,"for i in range(max_retry): wait = min(base * 2**i, cap); sleep(wait + rand(0, jitter)); if call_success(): break",这类题重点是控制重试节奏，避免所有请求在同一时间点再次冲击下游。
distributed_and_cloud_systems_bank,distributed_and_cloud_systems_bank_q024,scenario_analysis,一个订单服务部署在多地域多可用区，偶发机房故障时部分用户看不到最新订单。请给出架构改进方案。,,可采用多副本和故障切换，写路径通过主节点或一致性协议提交，读路径按业务选择强一致或最终一致；同时配合异地备份、消息补偿、幂等写入和端到端观测，避免故障后数据丢失或重复写入。,这题要体现故障切换、数据复制、一致性策略和补偿机制，而不是只说“多加副本”。
data_analysis_and_visualization_bank,data_analysis_and_visualization_bank_q001,single_choice,做销售分析时，最适合比较 6 个城市当月销售额的图表是：,"[{""key"": ""A"", ""text"": ""折线图""}, {""key"": ""B"", ""text"": ""柱状图""}, {""key"": ""C"", ""text"": ""雷达图""}, {""key"": ""D"", ""text"": ""树状图""}]",B,柱状图最适合做类别之间的数量比较。
data_analysis_and_visualization_bank,data_analysis_and_visualization_bank_q002,single_choice,一组订单金额中出现极端大值时，最先查看哪种统计量更稳健？,"[{""key"": ""A"", ""text"": ""平均数""}, {""key"": ""B"", ""text"": ""中位数""}, {""key"": ""C"", ""text"": ""最大值""}, {""key"": ""D"", ""text"": ""总和""}]",B,中位数对极端值不敏感，更适合描述偏态分布。
data_analysis_and_visualization_bank,data_analysis_and_visualization_bank_q003,single_choice,想查看不同月份的用户活跃趋势，最适合使用：,"[{""key"": ""A"", ""text"": ""折线图""}, {""key"": ""B"", ""text"": ""饼图""}, {""key"": ""C"", ""text"": ""散点图""}, {""key"": ""D"", ""text"": ""箱线图""}]",A,折线图更适合展示随时间变化的趋势。
data_analysis_and_visualization_bank,data_analysis_and_visualization_bank_q004,single_choice,数据集中“城市”这一字段被用来做占比展示，最常见的可视化是：,"[{""key"": ""A"", ""text"": ""饼图""}, {""key"": ""B"", ""text"": ""热力图""}, {""key"": ""C"", ""text"": ""甘特图""}, {""key"": ""D"", ""text"": ""桑基图""}]",A,占比类问题可用饼图，但前提是类别不要过多。
data_analysis_and_visualization_bank,data_analysis_and_visualization_bank_q005,single_choice,观察两个连续变量之间是否可能相关，优先看：,"[{""key"": ""A"", ""text"": ""折线图""}, {""key"": ""B"", ""text"": ""散点图""}, {""key"": ""C"", ""text"": ""堆叠柱状图""}, {""key"": ""D"", ""text"": ""面积图""}]",B,散点图能直接观察两个连续变量的关系。
data_analysis_and_visualization_bank,data_analysis_and_visualization_bank_q006,single_choice,做仪表盘时，通常最先关注的指标是：,"[{""key"": ""A"", ""text"": ""和业务目标直接相关的核心指标""}, {""key"": ""B"", ""text"": ""颜色最醒目的指标""}, {""key"": ""C"", ""text"": ""最大数字所在的指标""}, {""key"": ""D"", ""text"": ""最复杂的指标""}]",A,仪表盘应先呈现核心业务指标，再展开细节。
data_analysis_and_visualization_bank,data_analysis_and_visualization_bank_q007,single_choice,若想比较两组客户评分的分布差异，最适合先看：,"[{""key"": ""A"", ""text"": ""箱线图""}, {""key"": ""B"", ""text"": ""饼图""}, {""key"": ""C"", ""text"": ""漏斗图""}, {""key"": ""D"", ""text"": ""桑基图""}]",A,箱线图能比较中位数、四分位数和离群点。
data_analysis_and_visualization_bank,data_analysis_and_visualization_bank_q008,single_choice,对原始金额字段做标准化后，数值通常会变成：,"[{""key"": ""A"", ""text"": ""均值为 0、方差为 1 左右""}, {""key"": ""B"", ""text"": ""一定变成整数""}, {""key"": ""C"", ""text"": ""一定变成 0 到 1""}, {""key"": ""D"", ""text"": ""完全不变""}]",A,标准化常指 z-score 变换，结果均值约为 0、方差约为 1。
data_analysis_and_visualization_bank,data_analysis_and_visualization_bank_q009,multiple_choice,关于箱线图，哪些说法正确？,"[{""key"": ""A"", ""text"": ""能快速看出中位数""}, {""key"": ""B"", ""text"": ""能观察离群点""}, {""key"": ""C"", ""text"": ""适合比较多个分布""}, {""key"": ""D"", ""text"": ""只能展示离散型数据""}]","A,B,C",箱线图常用于比较多个分布，也能显示中位数和异常值。
data_analysis_and_visualization_bank,data_analysis_and_visualization_bank_q010,multiple_choice,关于数据清洗，哪些操作通常属于基础步骤？,"[{""key"": ""A"", ""text"": ""处理缺失值""}, {""key"": ""B"", ""text"": ""去重""}, {""key"": ""C"", ""text"": ""统一字段格式""}, {""key"": ""D"", ""text"": ""直接删掉所有异常点""}]","A,B,C",清洗的目标是提升数据质量，不是机械删除所有异常值。
data_analysis_and_visualization_bank,data_analysis_and_visualization_bank_q011,multiple_choice,关于图表选择，哪些搭配更合理？,"[{""key"": ""A"", ""text"": ""时间趋势 - 折线图""}, {""key"": ""B"", ""text"": ""类别占比 - 饼图""}, {""key"": ""C"", ""text"": ""两变量关系 - 散点图""}, {""key"": ""D"", ""text"": ""地区分布 - 柱状图""}]","A,B,C",前三项是常见匹配，地区分布也常用地图或分组柱状图，而不一定首选柱状图。
