series_code,module_code,module_name,stage_no,lesson_count,total_hours,module_keywords
first_line_management_practice,first_line_management_practice_m3,冲突沟通与氛围建设,3,10,20,"[""基层管理"", ""管理场景"", ""组织协同""]"
foundation_models_and_agents_advanced,foundation_models_and_agents_advanced_m1,参数高效微调与数据构建,1,8,16,"[""基础模型与智能体"", ""项目实践"", ""工程能力""]"
foundation_models_and_agents_advanced,foundation_models_and_agents_advanced_m2,推理服务与部署运维,2,10,20,"[""基础模型与智能体"", ""项目实践"", ""工程能力""]"
foundation_models_and_agents_advanced,foundation_models_and_agents_advanced_m3,企业级方案复盘,3,12,24,"[""基础模型与智能体"", ""项目实践"", ""工程能力""]"
foundation_models_and_agents_foundation,foundation_models_and_agents_foundation_m1,提示工程与RAG基础,1,8,16,"[""基础模型与智能体"", ""项目实践"", ""工程能力""]"
foundation_models_and_agents_foundation,foundation_models_and_agents_foundation_m2,工具调用与工作流设计,2,8,16,"[""基础模型与智能体"", ""项目实践"", ""工程能力""]"
foundation_models_and_agents_foundation,foundation_models_and_agents_foundation_m3,应用Demo搭建,3,10,20,"[""基础模型与智能体"", ""项目实践"", ""工程能力""]"
foundation_models_and_agents_practice,foundation_models_and_agents_practice_m1,多Agent协作与业务编排,1,8,16,"[""基础模型与智能体"", ""项目实践"", ""工程能力""]"
foundation_models_and_agents_practice,foundation_models_and_agents_practice_m2,评测体系与效果迭代,2,10,20,"[""基础模型与智能体"", ""项目实践"", ""工程能力""]"
foundation_models_and_agents_practice,foundation_models_and_agents_practice_m3,业务场景项目实战,3,10,20,"[""基础模型与智能体"", ""项目实践"", ""工程能力""]"
frontend_development_advanced,frontend_development_advanced_m1,性能优化与渲染机制,1,8,16,"[""前端开发"", ""项目实践"", ""工程能力""]"
frontend_development_advanced,frontend_development_advanced_m2,复杂业务组件设计,2,10,20,"[""前端开发"", ""项目实践"", ""工程能力""]"
frontend_development_advanced,frontend_development_advanced_m3,作品集项目与面试复盘,3,12,24,"[""前端开发"", ""项目实践"", ""工程能力""]"
frontend_development_foundation,frontend_development_foundation_m1,页面结构与样式体系,1,8,16,"[""前端开发"", ""项目实践"", ""工程能力""]"
frontend_development_foundation,frontend_development_foundation_m2,JavaScript交互与组件思维,2,10,20,"[""前端开发"", ""项目实践"", ""工程能力""]"
frontend_development_foundation,frontend_development_foundation_m3,响应式页面练习,3,10,20,"[""前端开发"", ""项目实践"", ""工程能力""]"
frontend_development_practice,frontend_development_practice_m1,React/Vue项目开发,1,8,16,"[""前端开发"", ""项目实践"", ""工程能力""]"
frontend_development_practice,frontend_development_practice_m2,状态管理与接口联调,2,10,20,"[""前端开发"", ""项目实践"", ""工程能力""]"
frontend_development_practice,frontend_development_practice_m3,构建部署与质量规范,3,12,24,"[""前端开发"", ""项目实践"", ""工程能力""]"
fullstack_development_advanced,fullstack_development_advanced_m1,架构拆分与性能优化,1,8,16,"[""全栈开发"", ""项目实践"", ""工程能力""]"
fullstack_development_advanced,fullstack_development_advanced_m2,DevOps与发布流程,2,10,20,"[""全栈开发"", ""项目实践"", ""工程能力""]"
fullstack_development_advanced,fullstack_development_advanced_m3,作品集项目与求职辅导,3,12,24,"[""全栈开发"", ""项目实践"", ""工程能力""]"
fullstack_development_foundation,fullstack_development_foundation_m1,前后端基础打通,1,8,16,"[""全栈开发"", ""项目实践"", ""工程能力""]"
fullstack_development_foundation,fullstack_development_foundation_m2,数据库与接口协作,2,10,20,"[""全栈开发"", ""项目实践"", ""工程能力""]"
fullstack_development_foundation,fullstack_development_foundation_m3,业务流程完整跑通,3,10,20,"[""全栈开发"", ""项目实践"", ""工程能力""]"
fullstack_development_practice,fullstack_development_practice_m1,前后端联调与部署,1,8,16,"[""全栈开发"", ""项目实践"", ""工程能力""]"
fullstack_development_practice,fullstack_development_practice_m2,权限、支付与文件上传,2,10,20,"[""全栈开发"", ""项目实践"", ""工程能力""]"
fullstack_development_practice,fullstack_development_practice_m3,综合项目开发与讲评,3,12,24,"[""全栈开发"", ""项目实践"", ""工程能力""]"
general_purpose_programming_advanced,general_purpose_programming_advanced_m1,代码质量与调试技巧,1,8,16,"[""通用程序设计"", ""项目实践"", ""工程能力""]"
general_purpose_programming_advanced,general_purpose_programming_advanced_m2,算法基础与面试题训练,2,10,20,"[""通用程序设计"", ""项目实践"", ""工程能力""]"
general_purpose_programming_advanced,general_purpose_programming_advanced_m3,作品集项目与能力复盘,3,12,24,"[""通用程序设计"", ""项目实践"", ""工程能力""]"
general_purpose_programming_foundation,general_purpose_programming_foundation_m1,语法基础与开发环境,1,8,16,"[""通用程序设计"", ""项目实践"", ""工程能力""]"
general_purpose_programming_foundation,general_purpose_programming_foundation_m2,流程控制与数据结构入门,2,10,20,"[""通用程序设计"", ""项目实践"", ""工程能力""]"
general_purpose_programming_foundation,general_purpose_programming_foundation_m3,函数抽象与小练习,3,10,20,"[""通用程序设计"", ""项目实践"", ""工程能力""]"
general_purpose_programming_practice,general_purpose_programming_practice_m1,面向对象与常用库实践,1,8,16,"[""通用程序设计"", ""项目实践"", ""工程能力""]"
general_purpose_programming_practice,general_purpose_programming_practice_m2,命令行工具与文件处理,2,10,20,"[""通用程序设计"", ""项目实践"", ""工程能力""]"
general_purpose_programming_practice,general_purpose_programming_practice_m3,综合项目开发与讲评,3,12,24,"[""通用程序设计"", ""项目实践"", ""工程能力""]"
geometry_and_topology_advanced,geometry_and_topology_advanced_m1,微分流形与曲率,1,8,16,"[""几何与拓扑"", ""理论进阶"", ""证明训练""]"
geometry_and_topology_advanced,geometry_and_topology_advanced_m2,代数拓扑导论,2,10,20,"[""几何与拓扑"", ""理论进阶"", ""证明训练""]"
geometry_and_topology_advanced,geometry_and_topology_advanced_m3,综合专题复盘,3,10,20,"[""几何与拓扑"", ""理论进阶"", ""证明训练""]"
geometry_and_topology_foundation,geometry_and_topology_foundation_m1,拓扑空间基础概念,1,6,12,"[""几何与拓扑"", ""理论进阶"", ""证明训练""]"
geometry_and_topology_foundation,geometry_and_topology_foundation_m2,连续映射与紧致性,2,8,16,"[""几何与拓扑"", ""理论进阶"", ""证明训练""]"
geometry_and_topology_foundation,geometry_and_topology_foundation_m3,导论例题训练,3,8,16,"[""几何与拓扑"", ""理论进阶"", ""证明训练""]"
geometry_and_topology_practice,geometry_and_topology_practice_m1,同伦同调初步,1,8,16,"[""几何与拓扑"", ""理论进阶"", ""证明训练""]"
geometry_and_topology_practice,geometry_and_topology_practice_m2,流形基础与结构认知,2,8,16,"[""几何与拓扑"", ""理论进阶"", ""证明训练""]"
geometry_and_topology_practice,geometry_and_topology_practice_m3,专题习题讲评,3,10,20,"[""几何与拓扑"", ""理论进阶"", ""证明训练""]"
geometry_foundations_advanced,geometry_foundations_advanced_m1,几何证明思路训练,1,8,16,"[""几何学基础"", ""解题训练"", ""能力提升""]"
geometry_foundations_advanced,geometry_foundations_advanced_m2,空间向量与综合题,2,10,20,"[""几何学基础"", ""解题训练"", ""能力提升""]"
geometry_foundations_advanced,geometry_foundations_advanced_m3,拔高训练与测评,3,10,20,"[""几何学基础"", ""解题训练"", ""能力提升""]"
geometry_foundations_foundation,geometry_foundations_foundation_m1,平面几何核心模型,1,6,12,"[""几何学基础"", ""解题训练"", ""能力提升""]"
geometry_foundations_foundation,geometry_foundations_foundation_m2,立体几何基础认知,2,8,16,"[""几何学基础"", ""解题训练"", ""能力提升""]"
geometry_foundations_foundation,geometry_foundations_foundation_m3,同步习题讲评,3,8,16,"[""几何学基础"", ""解题训练"", ""能力提升""]"
geometry_foundations_practice,geometry_foundations_practice_m1,坐标法与向量法应用,1,8,16,"[""几何学基础"", ""解题训练"", ""能力提升""]"
geometry_foundations_practice,geometry_foundations_practice_m2,圆锥曲线常见题型,2,8,16,"[""几何学基础"", ""解题训练"", ""能力提升""]"
geometry_foundations_practice,geometry_foundations_practice_m3,专题训练与复盘,3,10,20,"[""几何学基础"", ""解题训练"", ""能力提升""]"
graphics_rendering_pipeline_advanced,graphics_rendering_pipeline_advanced_m1,引擎渲染架构设计,1,8,16,"[""图形与渲染管线"", ""图形交互"", ""项目实战""]"
graphics_rendering_pipeline_advanced,graphics_rendering_pipeline_advanced_m2,渲染优化与平台适配,2,10,20,"[""图形与渲染管线"", ""图形交互"", ""项目实战""]"
graphics_rendering_pipeline_advanced,graphics_rendering_pipeline_advanced_m3,复杂项目复盘,3,12,24,"[""图形与渲染管线"", ""图形交互"", ""项目实战""]"
graphics_rendering_pipeline_foundation,graphics_rendering_pipeline_foundation_m1,图形学基础与坐标变换,1,8,16,"[""图形与渲染管线"", ""图形交互"", ""项目实战""]"
graphics_rendering_pipeline_foundation,graphics_rendering_pipeline_foundation_m2,光栅化与着色器入门,2,8,16,"[""图形与渲染管线"", ""图形交互"", ""项目实战""]"
graphics_rendering_pipeline_foundation,graphics_rendering_pipeline_foundation_m3,OpenGL/渲染实验,3,10,20,"[""图形与渲染管线"", ""图形交互"", ""项目实战""]"
graphics_rendering_pipeline_practice,graphics_rendering_pipeline_practice_m1,材质系统与后处理效果,1,8,16,"[""图形与渲染管线"", ""图形交互"", ""项目实战""]"
graphics_rendering_pipeline_practice,graphics_rendering_pipeline_practice_m2,渲染管线调优与调试,2,10,20,"[""图形与渲染管线"", ""图形交互"", ""项目实战""]"
graphics_rendering_pipeline_practice,graphics_rendering_pipeline_practice_m3,图形项目案例实践,3,10,20,"[""图形与渲染管线"", ""图形交互"", ""项目实战""]"
interactive_media_and_games_advanced,interactive_media_and_games_advanced_m1,经济系统与数值平衡,1,8,16,"[""交互媒体与游戏"", ""图形交互"", ""项目实战""]"
interactive_media_and_games_advanced,interactive_media_and_games_advanced_m2,多人协作与内容迭代,2,10,20,"[""交互媒体与游戏"", ""图形交互"", ""项目实战""]"
interactive_media_and_games_advanced,interactive_media_and_games_advanced_m3,完整游戏项目复盘,3,12,24,"[""交互媒体与游戏"", ""图形交互"", ""项目实战""]"
interactive_media_and_games_foundation,interactive_media_and_games_foundation_m1,游戏循环与关卡设计基础,1,8,16,"[""交互媒体与游戏"", ""图形交互"", ""项目实战""]"
interactive_media_and_games_foundation,interactive_media_and_games_foundation_m2,交互反馈与资源流程,2,8,16,"[""交互媒体与游戏"", ""图形交互"", ""项目实战""]"
interactive_media_and_games_foundation,interactive_media_and_games_foundation_m3,小游戏开发入门,3,10,20,"[""交互媒体与游戏"", ""图形交互"", ""项目实战""]"
interactive_media_and_games_practice,interactive_media_and_games_practice_m1,角色、UI与交互系统设计,1,8,16,"[""交互媒体与游戏"", ""图形交互"", ""项目实战""]"
interactive_media_and_games_practice,interactive_media_and_games_practice_m2,状态机与动画协同,2,10,20,"[""交互媒体与游戏"", ""图形交互"", ""项目实战""]"
interactive_media_and_games_practice,interactive_media_and_games_practice_m3,游戏项目实战与讲评,3,10,20,"[""交互媒体与游戏"", ""图形交互"", ""项目实战""]"
interdisciplinary_mathematics_advanced,interdisciplinary_mathematics_advanced_m1,综合项目选题与实现,1,8,16,"[""交叉数学方向"", ""理论进阶"", ""证明训练""]"
interdisciplinary_mathematics_advanced,interdisciplinary_mathematics_advanced_m2,多学科协同分析框架,2,10,20,"[""交叉数学方向"", ""理论进阶"", ""证明训练""]"
interdisciplinary_mathematics_advanced,interdisciplinary_mathematics_advanced_m3,成果汇报与复盘,3,10,20,"[""交叉数学方向"", ""理论进阶"", ""证明训练""]"
interdisciplinary_mathematics_foundation,interdisciplinary_mathematics_foundation_m1,数学在AI、经济中的应用认知,1,6,12,"[""交叉数学方向"", ""理论进阶"", ""证明训练""]"
interdisciplinary_mathematics_foundation,interdisciplinary_mathematics_foundation_m2,交叉问题建模思路,2,8,16,"[""交叉数学方向"", ""理论进阶"", ""证明训练""]"
interdisciplinary_mathematics_foundation,interdisciplinary_mathematics_foundation_m3,工具链基础,3,8,16,"[""交叉数学方向"", ""理论进阶"", ""证明训练""]"
interdisciplinary_mathematics_practice,interdisciplinary_mathematics_practice_m1,工程、金融、生统案例分析,1,8,16,"[""交叉数学方向"", ""理论进阶"", ""证明训练""]"
interdisciplinary_mathematics_practice,interdisciplinary_mathematics_practice_m2,应用方法训练与报告输出,2,8,16,"[""交叉数学方向"", ""理论进阶"", ""证明训练""]"
interdisciplinary_mathematics_practice,interdisciplinary_mathematics_practice_m3,跨学科案例实战,3,10,20,"[""交叉数学方向"", ""理论进阶"", ""证明训练""]"
internship_preparation_advanced,internship_preparation_advanced_m1,暑期实习与秋招衔接,1,8,16,"[""实习与求职准备"", ""成长规划"", ""能力提升""]"
internship_preparation_advanced,internship_preparation_advanced_m2,笔面试冲刺与时间规划,2,10,20,"[""实习与求职准备"", ""成长规划"", ""能力提升""]"
internship_preparation_advanced,internship_preparation_advanced_m3,Offer选择与跟进策略,3,8,16,"[""实习与求职准备"", ""成长规划"", ""能力提升""]"
internship_preparation_foundation,internship_preparation_foundation_m1,实习岗位认知与选择,1,6,12,"[""实习与求职准备"", ""成长规划"", ""能力提升""]"
internship_preparation_foundation,internship_preparation_foundation_m2,简历基础与投递准备,2,8,16,"[""实习与求职准备"", ""成长规划"", ""能力提升""]"
internship_preparation_foundation,internship_preparation_foundation_m3,实习面试入门训练,3,6,12,"[""实习与求职准备"", ""成长规划"", ""能力提升""]"
internship_preparation_practice,internship_preparation_practice_m1,实习项目经历包装,1,8,16,"[""实习与求职准备"", ""成长规划"", ""能力提升""]"
internship_preparation_practice,internship_preparation_practice_m2,高频面试题与案例表达,2,8,16,"[""实习与求职准备"", ""成长规划"", ""能力提升""]"
internship_preparation_practice,internship_preparation_practice_m3,模拟面试与反馈优化,3,8,16,"[""实习与求职准备"", ""成长规划"", ""能力提升""]"
interview_training_advanced,interview_training_advanced_m1,申论观点提炼与表达迁移,1,8,16,"[""面试与申论专项"", ""题型技巧"", ""模考复盘""]"
interview_training_advanced,interview_training_advanced_m2,面试热点题联训,2,10,20,"[""面试与申论专项"", ""题型技巧"", ""模考复盘""]"
interview_training_advanced,interview_training_advanced_m3,整套模拟与个性纠偏,3,8,16,"[""面试与申论专项"", ""题型技巧"", ""模考复盘""]"
interview_training_foundation,interview_training_foundation_m1,结构化面试答题框架,1,8,16,"[""面试与申论专项"", ""题型技巧"", ""模考复盘""]"
interview_training_foundation,interview_training_foundation_m2,常见题型表达训练,2,10,20,"[""面试与申论专项"", ""题型技巧"", ""模考复盘""]"
interview_training_foundation,interview_training_foundation_m3,录屏复盘与反馈,3,8,16,"[""面试与申论专项"", ""题型技巧"", ""模考复盘""]"
interview_training_practice,interview_training_practice_m1,群面角色分工与发言策略,1,8,16,"[""面试与申论专项"", ""题型技巧"", ""模考复盘""]"
interview_training_practice,interview_training_practice_m2,攻防互动与节奏控制,2,10,20,"[""面试与申论专项"", ""题型技巧"", ""模考复盘""]"
interview_training_practice,interview_training_practice_m3,模拟演练与点评,3,8,16,"[""面试与申论专项"", ""题型技巧"", ""模考复盘""]"
it_certificate_advanced,it_certificate_advanced_m1,冲刺考点串讲,1,8,16,"[""IT与数字化证书"", ""考证通关"", ""模考复盘""]"
it_certificate_advanced,it_certificate_advanced_m2,机考演练与时间管理,2,10,20,"[""IT与数字化证书"", ""考证通关"", ""模考复盘""]"
it_certificate_advanced,it_certificate_advanced_m3,考前答疑与重点回看,3,8,16,"[""IT与数字化证书"", ""考证通关"", ""模考复盘""]"
it_certificate_foundation,it_certificate_foundation_m1,信息系统基础知识,1,8,16,"[""IT与数字化证书"", ""考证通关"", ""模考复盘""]"
it_certificate_foundation,it_certificate_foundation_m2,案例分析题型入门,2,10,20,"[""IT与数字化证书"", ""考证通关"", ""模考复盘""]"
it_certificate_foundation,it_certificate_foundation_m3,阶段练习与学习路径,3,8,16,"[""IT与数字化证书"", ""考证通关"", ""模考复盘""]"
it_certificate_practice,it_certificate_practice_m1,项目管理十大知识域,1,8,16,"[""IT与数字化证书"", ""考证通关"", ""模考复盘""]"
it_certificate_practice,it_certificate_practice_m2,论文写作与案例拆解,2,10,20,"[""IT与数字化证书"", ""考证通关"", ""模考复盘""]"
it_certificate_practice,it_certificate_practice_m3,高项实战模考,3,8,16,"[""IT与数字化证书"", ""考证通关"", ""模考复盘""]"
leadership_growth_advanced,leadership_growth_advanced_m1,战略拆解与组织协同,1,8,16,"[""领导力进阶"", ""管理场景"", ""组织协同""]"
leadership_growth_advanced,leadership_growth_advanced_m2,复杂人事问题处理,2,8,16,"[""领导力进阶"", ""管理场景"", ""组织协同""]"
leadership_growth_advanced,leadership_growth_advanced_m3,案例研讨与领导风格复盘,3,10,20,"[""领导力进阶"", ""管理场景"", ""组织协同""]"
leadership_growth_foundation,leadership_growth_foundation_m1,管理者角色与自我升级,1,6,12,"[""领导力进阶"", ""管理场景"", ""组织协同""]"
leadership_growth_foundation,leadership_growth_foundation_m2,目标传导与团队影响力,2,8,16,"[""领导力进阶"", ""管理场景"", ""组织协同""]"
leadership_growth_foundation,leadership_growth_foundation_m3,决策判断与反馈机制,3,8,16,"[""领导力进阶"", ""管理场景"", ""组织协同""]"
leadership_growth_practice,leadership_growth_practice_m1,团队搭建与授权辅导,1,8,16,"[""领导力进阶"", ""管理场景"", ""组织协同""]"
leadership_growth_practice,leadership_growth_practice_m2,经营复盘与关键沟通,2,8,16,"[""领导力进阶"", ""管理场景"", ""组织协同""]"
leadership_growth_practice,leadership_growth_practice_m3,高压场景领导力训练,3,10,20,"[""领导力进阶"", ""管理场景"", ""组织协同""]"
legal_certificate_advanced,legal_certificate_advanced_m1,全科压缩串讲,1,8,16,"[""法律与合规证书"", ""考证通关"", ""模考复盘""]"
legal_certificate_advanced,legal_certificate_advanced_m2,主客观一体模考,2,10,20,"[""法律与合规证书"", ""考证通关"", ""模考复盘""]"
legal_certificate_advanced,legal_certificate_advanced_m3,考前热点与答疑复盘,3,8,16,"[""法律与合规证书"", ""考证通关"", ""模考复盘""]"
legal_certificate_foundation,legal_certificate_foundation_m1,民法刑法框架梳理,1,8,16,"[""法律与合规证书"", ""考证通关"", ""模考复盘""]"
legal_certificate_foundation,legal_certificate_foundation_m2,诉讼法与商经基础,2,10,20,"[""法律与合规证书"", ""考证通关"", ""模考复盘""]"
legal_certificate_foundation,legal_certificate_foundation_m3,客观题入门训练,3,8,16,"[""法律与合规证书"", ""考证通关"", ""模考复盘""]"
legal_certificate_practice,legal_certificate_practice_m1,主观题答题模板训练,1,8,16,"[""法律与合规证书"", ""考证通关"", ""模考复盘""]"
legal_certificate_practice,legal_certificate_practice_m2,案例分析与法条适用,2,10,20,"[""法律与合规证书"", ""考证通关"", ""模考复盘""]"
legal_certificate_practice,legal_certificate_practice_m3,重点部门法专题突破,3,8,16,"[""法律与合规证书"", ""考证通关"", ""模考复盘""]"
low_level_programming_advanced,low_level_programming_advanced_m1,底层组件开发实践,1,8,16,"[""底层与低级语言"", ""项目实践"", ""工程能力""]"
low_level_programming_advanced,low_level_programming_advanced_m2,跨平台适配与工具链,2,10,20,"[""底层与低级语言"", ""项目实践"", ""工程能力""]"
low_level_programming_advanced,low_level_programming_advanced_m3,专项项目与能力复盘,3,12,24,"[""底层与低级语言"", ""项目实践"", ""工程能力""]"
low_level_programming_foundation,low_level_programming_foundation_m1,汇编与机器执行原理,1,8,16,"[""底层与低级语言"", ""项目实践"", ""工程能力""]"
low_level_programming_foundation,low_level_programming_foundation_m2,内存布局与指令基础,2,10,20,"[""底层与低级语言"", ""项目实践"", ""工程能力""]"
low_level_programming_foundation,low_level_programming_foundation_m3,编译链接认知,3,10,20,"[""底层与低级语言"", ""项目实践"", ""工程能力""]"
low_level_programming_practice,low_level_programming_practice_m1,缓存友好与性能分析,1,8,16,"[""底层与低级语言"", ""项目实践"", ""工程能力""]"
low_level_programming_practice,low_level_programming_practice_m2,数据布局与优化策略,2,10,20,"[""底层与低级语言"", ""项目实践"", ""工程能力""]"
low_level_programming_practice,low_level_programming_practice_m3,底层调试与案例拆解,3,12,24,"[""底层与低级语言"", ""项目实践"", ""工程能力""]"
machine_learning_methods_advanced,machine_learning_methods_advanced_m1,集成学习与时序建模,1,8,16,"[""机器学习方法"", ""项目实践"", ""工程能力""]"
machine_learning_methods_advanced,machine_learning_methods_advanced_m2,模型解释性与部署认知,2,10,20,"[""机器学习方法"", ""项目实践"", ""工程能力""]"
machine_learning_methods_advanced,machine_learning_methods_advanced_m3,算法专题提升,3,12,24,"[""机器学习方法"", ""项目实践"", ""工程能力""]"
machine_learning_methods_foundation,machine_learning_methods_foundation_m1,监督学习与特征工程,1,8,16,"[""机器学习方法"", ""项目实践"", ""工程能力""]"
machine_learning_methods_foundation,machine_learning_methods_foundation_m2,模型评估与调参方法,2,8,16,"[""机器学习方法"", ""项目实践"", ""工程能力""]"
machine_learning_methods_foundation,machine_learning_methods_foundation_m3,经典案例训练,3,10,20,"[""机器学习方法"", ""项目实践"", ""工程能力""]"
machine_learning_methods_practice,machine_learning_methods_practice_m1,推荐、分类、回归项目实践,1,8,16,"[""机器学习方法"", ""项目实践"", ""工程能力""]"
machine_learning_methods_practice,machine_learning_methods_practice_m2,数据清洗与训练流程,2,10,20,"[""机器学习方法"", ""项目实践"", ""工程能力""]"
machine_learning_methods_practice,machine_learning_methods_practice_m3,项目复盘与报告输出,3,10,20,"[""机器学习方法"", ""项目实践"", ""工程能力""]"
middle_high_school_chemistry_advanced,middle_high_school_chemistry_advanced_m1,化学平衡与电化学专题,1,8,16,"[""中学化学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_chemistry_advanced,middle_high_school_chemistry_advanced_m2,结构性质综合训练,2,10,20,"[""中学化学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_chemistry_advanced,middle_high_school_chemistry_advanced_m3,高阶题型讲评与拔高,3,8,16,"[""中学化学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_chemistry_foundation,middle_high_school_chemistry_foundation_m1,元素化合物基础巩固,1,6,12,"[""中学化学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_chemistry_foundation,middle_high_school_chemistry_foundation_m2,化学方程式与实验题,2,8,16,"[""中学化学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_chemistry_foundation,middle_high_school_chemistry_foundation_m3,同步练习与纠错,3,6,12,"[""中学化学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_chemistry_practice,middle_high_school_chemistry_practice_m1,高频考点与综合题突破,1,8,16,"[""中学化学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_chemistry_practice,middle_high_school_chemistry_practice_m2,实验探究题讲解,2,8,16,"[""中学化学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_chemistry_practice,middle_high_school_chemistry_practice_m3,模考复盘与提分建议,3,8,16,"[""中学化学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_english_advanced,middle_high_school_english_advanced_m1,长难句分析与高级表达,1,8,16,"[""中学英语提升"", ""成长规划"", ""能力提升""]"
middle_high_school_english_advanced,middle_high_school_english_advanced_m2,阅读策略与写作升级,2,10,20,"[""中学英语提升"", ""成长规划"", ""能力提升""]"
middle_high_school_english_advanced,middle_high_school_english_advanced_m3,综合卷实战与复盘,3,8,16,"[""中学英语提升"", ""成长规划"", ""能力提升""]"
middle_high_school_english_foundation,middle_high_school_english_foundation_m1,核心词汇与语法巩固,1,6,12,"[""中学英语提升"", ""成长规划"", ""能力提升""]"
middle_high_school_english_foundation,middle_high_school_english_foundation_m2,阅读理解基础训练,2,8,16,"[""中学英语提升"", ""成长规划"", ""能力提升""]"
middle_high_school_english_foundation,middle_high_school_english_foundation_m3,写作表达与同步纠错,3,6,12,"[""中学英语提升"", ""成长规划"", ""能力提升""]"
middle_high_school_english_practice,middle_high_school_english_practice_m1,听力完形阅读提分,1,8,16,"[""中学英语提升"", ""成长规划"", ""能力提升""]"
middle_high_school_english_practice,middle_high_school_english_practice_m2,写作模板与真题训练,2,8,16,"[""中学英语提升"", ""成长规划"", ""能力提升""]"
middle_high_school_english_practice,middle_high_school_english_practice_m3,模考讲评与错题回炉,3,8,16,"[""中学英语提升"", ""成长规划"", ""能力提升""]"
middle_high_school_informatics_advanced,middle_high_school_informatics_advanced_m1,竞赛规则与刷题方法,1,8,16,"[""信息学与编程启蒙"", ""成长规划"", ""能力提升""]"
middle_high_school_informatics_advanced,middle_high_school_informatics_advanced_m2,基础算法与程序设计,2,10,20,"[""信息学与编程启蒙"", ""成长规划"", ""能力提升""]"
middle_high_school_informatics_advanced,middle_high_school_informatics_advanced_m3,赛前训练与讲评复盘,3,8,16,"[""信息学与编程启蒙"", ""成长规划"", ""能力提升""]"
middle_high_school_informatics_foundation,middle_high_school_informatics_foundation_m1,计算思维与信息工具认知,1,6,12,"[""信息学与编程启蒙"", ""成长规划"", ""能力提升""]"
middle_high_school_informatics_foundation,middle_high_school_informatics_foundation_m2,图形化编程与任务实践,2,8,16,"[""信息学与编程启蒙"", ""成长规划"", ""能力提升""]"
middle_high_school_informatics_foundation,middle_high_school_informatics_foundation_m3,项目式学习入门,3,6,12,"[""信息学与编程启蒙"", ""成长规划"", ""能力提升""]"
middle_high_school_informatics_practice,middle_high_school_informatics_practice_m1,流程控制与基础算法,1,8,16,"[""信息学与编程启蒙"", ""成长规划"", ""能力提升""]"
middle_high_school_informatics_practice,middle_high_school_informatics_practice_m2,编程表达与小项目开发,2,8,16,"[""信息学与编程启蒙"", ""成长规划"", ""能力提升""]"
middle_high_school_informatics_practice,middle_high_school_informatics_practice_m3,信息素养综合应用,3,8,16,"[""信息学与编程启蒙"", ""成长规划"", ""能力提升""]"
middle_high_school_math_advanced,middle_high_school_math_advanced_m1,函数导数与解析几何,1,8,16,"[""中学数学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_math_advanced,middle_high_school_math_advanced_m2,数列概率专题提升,2,10,20,"[""中学数学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_math_advanced,middle_high_school_math_advanced_m3,综合卷讲评与能力拔高,3,8,16,"[""中学数学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_math_foundation,middle_high_school_math_foundation_m1,代数与函数基础巩固,1,6,12,"[""中学数学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_math_foundation,middle_high_school_math_foundation_m2,几何证明方法训练,2,8,16,"[""中学数学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_math_foundation,middle_high_school_math_foundation_m3,同步作业讲评与纠错,3,6,12,"[""中学数学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_math_practice,middle_high_school_math_practice_m1,高频题型分类突破,1,8,16,"[""中学数学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_math_practice,middle_high_school_math_practice_m2,压轴题思路拆解,2,8,16,"[""中学数学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_math_practice,middle_high_school_math_practice_m3,模考训练与提分复盘,3,8,16,"[""中学数学提升"", ""成长规划"", ""能力提升""]"
middle_high_school_physics_advanced,middle_high_school_physics_advanced_m1,力学难题与电磁专题,1,8,16,"[""中学物理提升"", ""成长规划"", ""能力提升""]"
middle_high_school_physics_advanced,middle_high_school_physics_advanced_m2,图像综合与模型迁移,2,10,20,"[""中学物理提升"", ""成长规划"", ""能力提升""]"
middle_high_school_physics_advanced,middle_high_school_physics_advanced_m3,高阶题型讲评与拔高,3,8,16,"[""中学物理提升"", ""成长规划"", ""能力提升""]"
middle_high_school_physics_foundation,middle_high_school_physics_foundation_m1,力学电学基础梳理,1,6,12,"[""中学物理提升"", ""成长规划"", ""能力提升""]"
middle_high_school_physics_foundation,middle_high_school_physics_foundation_m2,实验题入门训练,2,8,16,"[""中学物理提升"", ""成长规划"", ""能力提升""]"
middle_high_school_physics_foundation,middle_high_school_physics_foundation_m3,同步练习与纠错,3,6,12,"[""中学物理提升"", ""成长规划"", ""能力提升""]"
